temp,color
74.76504551013932,blue
84.56434939289466,blue
65.7193718245253,blue
58.8238634984009,blue
97.34010405372828,blue
53.91716022277251,blue
99.07099804840982,blue
64.91927983006462,blue
52.966008440125734,blue
85.43544050771743,blue
67.23524724366143,blue
60.069092898629606,blue
75.20217855926603,blue
65.89840317610651,blue
50.93309135409072,blue
94.68764268094674,blue
79.54493552679196,blue
55.64870923990384,blue
59.56137649482116,blue
96.93075305549428,blue
64.35195336816832,blue
70.54916126653552,blue
80.96442593960091,blue
91.05438427068293,blue
68.64115510834381,blue
65.69892476545647,blue
96.58083308022469,blue
59.524042904376984,blue
63.20361881516874,blue
83.29850239679217,blue
