temp,color
61.69671695679426,blue
99.81637272285298,blue
74.9330701539293,blue
65.92111192876473,blue
95.1285166083835,blue
68.4030340751633,blue
67.12815974606201,blue
96.59294236917049,blue
96.56080130953342,blue
67.62628498254344,blue
77.31483250390738,blue
53.80234307376668,blue
67.07787109771743,blue
72.34358679270372,blue
90.6145625631325,blue
73.60902962973341,blue
98.6303462414071,blue
54.83428561128676,blue
62.991055310703814,blue
67.74393974337727,blue
58.847788407001644,blue
71.22745218221098,blue
96.67890937998891,blue
84.32593911420554,blue
86.37879975140095,blue
66.18849264923483,blue
65.13617952587083,blue
70.43329178122804,blue
88.77888533752412,blue
60.33519604243338,blue
