temp,color
82.3977074935101,blue
69.37969259452075,blue
75.07707613985986,blue
83.08351704617962,blue
94.56930260639638,blue
50.97854274790734,blue
81.1853640130721,blue
94.66318396152928,blue
90.12116744415835,blue
85.30421782052144,blue
97.71802426548675,blue
62.77193849673495,blue
85.04339954815805,blue
87.8568209707737,blue
59.00645116344094,blue
86.20877898065373,blue
71.60500806057826,blue
57.00012184679508,blue
68.32555315922946,blue
50.436876714229584,blue
58.09700625250116,blue
74.74063978297636,blue
92.180185043253,blue
55.37858895258978,blue
78.9772757445462,blue
98.2442605891265,blue
61.49704169947654,blue
93.75523467315361,blue
59.32025094516575,blue
59.57900695502758,blue
