temp,color
83.87950349133462,blue
55.311962065752596,blue
87.96596016036347,blue
78.05938940728083,blue
58.86742265429348,blue
71.80855048354715,blue
88.47829224541783,blue
98.84384162724018,blue
71.17413223022595,blue
79.28822765825316,blue
57.821240718476474,blue
79.4221906689927,blue
85.15331930248067,blue
92.83009764039889,blue
94.33412292273715,blue
54.51913850847632,blue
77.9238207032904,blue
53.64127273205668,blue
90.05862777121365,blue
98.17451665876433,blue
85.11548846727237,blue
78.21785545675084,blue
95.91948868473992,blue
88.97615661844611,blue
94.4991915137507,blue
82.2362952050753,blue
70.48853777814656,blue
72.63823591638356,blue
93.83381854277104,blue
54.32550822151825,blue
