temp,color
77.87661975016817,blue
72.71537074120715,blue
92.79449271271005,blue
78.49325041752309,blue
77.83851104322821,blue
85.1054921047762,blue
56.89366444712505,blue
75.99628460593522,blue
96.09584002755582,blue
59.44617802742869,blue
53.99370560189709,blue
52.63011197093874,blue
86.0331641510129,blue
67.84962810343131,blue
58.13708641799167,blue
86.5814189426601,blue
97.74325070902705,blue
95.32006020890549,blue
96.28824532264844,blue
61.585575935896486,blue
81.22253183973953,blue
86.38764941133559,blue
61.014224065002054,blue
81.2946681631729,blue
78.95740370731801,blue
82.64621596317738,blue
53.008749103173614,blue
96.86754475114867,blue
72.96636771643534,blue
99.28258277941495,blue
