temp,color
70.60202456777915,blue
77.80905464896932,blue
57.891977892722934,blue
74.66172364074737,blue
90.20203757099807,blue
51.22913406230509,blue
71.61032211733982,blue
63.60993733396754,blue
72.50188325997442,blue
61.3635856192559,blue
85.51442944444716,blue
61.848490801639855,blue
92.04828734509647,blue
78.82299293996766,blue
56.762365880422294,blue
91.12665174761787,blue
71.15870198467746,blue
56.0391426901333,blue
96.42962045036256,blue
84.83593618730083,blue
65.25963458698243,blue
95.2113771578297,blue
97.00867803767323,blue
58.54025479638949,blue
60.17075744457543,blue
85.14081494649872,blue
63.009974313899875,blue
57.0519650937058,blue
70.73755566962063,blue
80.8326090220362,blue
