temp,color
63.8108377577737,blue
77.36445874907076,blue
52.8336598072201,blue
52.3836218053475,blue
94.74027294199914,blue
79.0892262943089,blue
68.66603842936456,blue
64.83280636603013,blue
94.72451801411808,blue
89.6301140775904,blue
57.25085438461974,blue
59.96227556606755,blue
72.127593494951725,blue
94.27278680959716,blue
57.3066751123406,blue
57.94726385502145,blue
53.26345870271325,blue
65.49415583722293,blue
69.432096357923,blue
58.43770921928808,blue
97.58846454788,blue
63.86380126932636,blue
67.7807902218774,blue
61.72678910661489,blue
65.85651953937486,blue
54.97648009331897,blue
50.43587791733444,blue
59.54734276747331,blue
82.07822738913819,blue
59.499657119158655,blue
