temp,color
76.49511535419151,blue
91.37341894675046,blue
90.37419536616653,blue
81.10475217690691,blue
61.73299755901098,blue
96.86589075718075,blue
92.97411203151569,blue
81.0507923248224,blue
82.68951874924824,blue
72.36234493320808,blue
57.57776851532981,blue
53.135427087545395,blue
61.72232531243935,blue
87.15757017489523,blue
83.71917871991172,blue
77.56452356697991,blue
59.678575629368424,blue
54.370208049658686,blue
62.74880871642381,blue
93.53190285619348,blue
79.45128285791725,blue
80.83834591088817,blue
67.3034722567536,blue
55.58039874304086,blue
76.97923085652292,blue
73.81406291387975,blue
91.89605647698045,blue
52.120611642021686,blue
52.5921136373654,blue
54.24363547936082,blue
