temp,color
84.88838754128665,blue
61.0035288031213,blue
57.55196346435696,blue
73.14000111073256,blue
58.25811092508957,blue
85.6565713766031,blue
63.58255564700812,blue
73.74383974820375,blue
81.4192876801826,blue
96.33955751778558,blue
87.80487939948216,blue
76.43118475098163,blue
67.56094738375396,blue
79.2565169162117,blue
73.99256002390757,blue
67.75846944656223,blue
90.86174183757976,blue
94.46088065160438,blue
95.68108275998384,blue
66.168613510672,blue
66.68536682846025,blue
78.2717896043323,blue
60.08662595413625,blue
73.47636820049956,blue
97.23712156992406,blue
79.19297448825091,blue
56.67281395290047,blue
85.09810899849981,blue
63.75526973279193,blue
88.02806067978963,blue
