temp,color
64.83080529142171,blue
68.29152875579894,blue
60.00897629419342,blue
58.05697566829622,blue
54.231207678094506,blue
84.52270751586184,blue
83.12586273532361,blue
60.50704624503851,blue
58.55397515697405,blue
76.45875257439911,blue
86.61532831611112,blue
56.169116555247456,blue
51.01274169282988,blue
92.4068747437559,blue
55.78972983639687,blue
93.2971621863544,blue
63.17735495977104,blue
68.2841845205985,blue
96.63082913029939,blue
90.14930500416085,blue
82.89624584140256,blue
94.55638070357963,blue
80.34129557199776,blue
62.450456933584064,blue
80.84086234448478,blue
82.63579526683316,blue
64.9650746025145,blue
67.41689682239667,blue
89.11795223830268,blue
57.86589566851035,blue
