"","n","force"
"1",1,4.78325761738863
"2",2,7.81317695145411
"3",3,3.74043110293419
"4",4,7.53265166695178
"5",5,-2.90089148708429
"6",6,6.58854078322225
"7",7,1.68907745030381
"8",8,3.71708329558132
"9",9,5.44953020997758
"10",10,3.56296812296423
"11",11,-6.16346234003289
"12",12,3.04626647344125
"13",13,-3.84848627580575
"14",14,-7.77341625849797
"15",15,-8.68362383052347
"16",16,-2.65640238706256
"17",17,7.92193484433867
"18",18,-5.73998097118954
"19",19,-6.43517137165704
"20",20,5.50994103842925
"21",21,-0.0503951610366696
"22",22,-5.39081253367859
"23",23,0.565368181574277
"24",24,8.30073078433037
"25",25,1.29663915107065
"26",26,-2.0838794316063
"27",27,10.223630554276
"28",28,-1.09059184903328
"29",29,11.3760955818127
"30",30,11.4269481483631
"31",31,9.83451694778987
"32",32,23.6757400536269
"33",33,21.3120650730842
"34",34,21.2876635802457
"35",35,33.3765814858732
"36",36,36.7331822556983
"37",37,36.5392824657166
"38",38,44.1650715433475
"39",39,43.6503817740227
"40",40,43.5796112098785
"41",41,33.6805672269058
"42",42,45.6580396700886
"43",43,34.5690270963362
"44",44,26.451097182174
"45",45,22.6133186409856
"46",46,28.3104808453999
"47",47,19.0022734532404
"48",48,13.4342785038545
"49",49,10.9646234139859
"50",50,8.92138102113104
"51",51,5.86315427619425
"52",52,10.5992297618751
"53",53,1.56317346791718
"54",54,-1.87273898711054
"55",55,5.4615469102861
"56",56,-6.84056156419093
"57",57,0.17960358237321
"58",58,-7.78640238239062
"59",59,4.98272414133656
"60",60,-2.732793774635
"61",61,-2.13974151300564
"62",62,5.61491787363137
"63",63,-6.24395429833856
"64",64,7.73403347892063
"65",65,-3.07002984666459
"66",66,-4.64466983988064
"67",67,1.57615426378929
"68",68,7.59914378550771
"69",69,-3.10823471372367
"70",70,4.23464221296604
"71",71,7.24507910444335
"72",72,8.68954747256889
"73",73,2.70623069365879
"74",74,8.02568109059703
"75",75,-3.45571240689367
"76",76,0.509797074292748
"77",77,-5.28047476369767
"78",78,-8.23518063280055
"79",79,-5.38318632554769
"80",80,3.7738314344155
"81",81,7.00174911991929
"82",82,-5.85305632664767
"83",83,1.16921637435937
"84",84,-5.75012953193735
"85",85,0.0272538239651534
"86",86,1.27146151584114
"87",87,0.387133739595316
"88",88,-2.07030584967695
"89",89,5.44962303765118
