"","n","force"
"1",1,5.66382092501968
"2",2,-2.99685257145253
"3",3,-9.36115899609971
"4",4,5.98229832143673
"5",5,-6.17348498583936
"6",6,-3.29875150650798
"7",7,2.21851075160698
"8",8,4.20632688215448
"9",9,1.20607417914009
"10",10,8.68933949702247
"11",11,-1.29361625989647
"12",12,2.46705637493074
"13",13,-0.681872633946605
"14",14,3.0532962366502
"15",15,-5.2443886846685
"16",16,4.98216603991296
"17",17,-0.429448084908945
"18",18,1.39754417344017
"19",19,5.78746921365708
"20",20,8.24139242376322
"21",21,-0.216589119551501
"22",22,-4.80563606027571
"23",23,-5.53550710456168
"24",24,3.51408842398274
"25",25,-4.45974077864157
"26",26,-3.02079072281848
"27",27,14.2611387943499
"28",28,17.1625618518857
"29",29,8.21070482046661
"30",30,14.6168471723726
"31",31,17.7875098790773
"32",32,14.5545512980416
"33",33,16.5966692973025
"34",34,22.7291782298994
"35",35,27.7952244294721
"36",36,33.6896088008296
"37",37,43.3837546507239
"38",38,48.3283196573443
"39",39,57.9630474067413
"40",40,66.2351280227196
"41",41,54.2266874712031
"42",42,59.0162278907793
"43",43,58.3422134504743
"44",44,65.416166570969
"45",45,63.7166893284239
"46",46,57.9430802694213
"47",47,65.2563880660336
"48",48,57.3253454199059
"49",49,55.6136136164779
"50",50,49.8640779814243
"51",51,46.2992543710122
"52",52,32.9123691851745
"53",53,36.2689127310612
"54",54,18.4460908581637
"55",55,11.5762851182435
"56",56,19.790550282673
"57",57,17.6424494489871
"58",58,15.9836413769098
"59",59,11.9709607778015
"60",60,5.43209630705665
"61",61,7.588244147416
"62",62,-1.20760772927959
