"","n","force"
"1",1,0.143304087221622
"2",2,-4.79933530500583
"3",3,3.14906739946775
"4",4,1.7432742270096
"5",5,0.896243789332256
"6",6,-2.53172022108347
"7",7,1.40251458155746
"8",8,4.21923439912404
"9",9,3.07853036518931
"10",10,-2.04905462599849
"11",11,2.48855235907989
"12",12,3.23652331265993
"13",13,1.54566866279865
"14",14,2.64301406046835
"15",15,1.42038497517733
"16",16,2.27026888998776
"17",17,6.22658881235298
"18",18,5.36925503748895
"19",19,5.34264546994562
"20",20,14.4145510319749
"21",21,17.9693630706338
"22",22,28.2902450209978
"23",23,39.8679083126486
"24",24,43.3941555890933
"25",25,42.3871605465784
"26",26,38.1535206275345
"27",27,25.8841537044184
"28",28,24.7594453879236
"29",29,11.6332836687148
"30",30,5.11614370318659
"31",31,-1.27053639137626
"32",32,4.83158632101589
"33",33,4.73445200383893
"34",34,-4.01571606035216
"35",35,-1.33226591732141
"36",36,3.44789368795922
