"","n","force"
"1",1,-83.5490466087292
"2",2,-122.620178605156
"3",3,-112.129081327503
"4",4,38.5295280274932
"5",5,-118.0292834319
"6",6,74.3953335846405
"7",7,69.1849248078189
"8",8,65.1377588776407
"9",9,-53.1747942184614
"10",10,122.605754547097
"11",11,-99.553052421867
"12",12,51.0371635056886
"13",13,-36.6689036251551
"14",14,68.6621543122586
"15",15,-40.5434658774954
"16",16,-50.5335944309057
"17",17,-30.3730301123454
"18",18,154.17559346792
"19",19,155.85352005456
"20",20,357.187911709629
"21",21,533.588601795289
"22",22,500.769417753226
"23",23,627.862695537606
"24",24,854.9363539185
"25",25,687.46018245602
"26",26,844.321729972852
"27",27,853.9050205111
"28",28,706.267528373846
"29",29,650.577949230117
"30",30,514.460136058325
"31",31,398.37562720741
"32",32,344.595800867029
"33",33,204.364156553609
"34",34,-12.5109589459822
"35",35,-17.1024044859167
"36",36,-57.1211167607177
"37",37,-92.7777043477914
"38",38,-70.7316756078706
"39",39,24.779629875676
"40",40,-101.134274471373
"41",41,-79.058761597842
"42",42,-52.1517143465261
"43",43,120.718022184205
"44",44,-102.028239260517
"45",45,20.5294754070618
"46",46,93.2724603800679
"47",47,-89.3154287680779
"48",48,-90.0908821286891
"49",49,-44.2007220806328
"50",50,-54.2051444202859
"51",51,35.3479779468064
"52",52,124.713741834815
"53",53,-108.630430500068
"54",54,91.5508112500026
"55",55,-62.6553400516799
"56",56,109.015628873953
"57",57,-86.4979604725279
"58",58,36.4876237272868
"59",59,50.0917641344322
"60",60,-132.213279328852
"61",61,54.8316280812779
"62",62,53.1684783898854
"63",63,31.9541347496677
"64",64,-87.6194220717065
