"","n","force"
"1",1,-11.9456218839809
"2",2,1.93000422005542
"3",3,8.01564876809716
"4",4,3.9273417816218
"5",5,9.07896689253859
"6",6,8.42185802843422
"7",7,5.73516655312851
"8",8,-2.26333321584388
"9",9,8.84983003436589
"10",10,-10.1004826503619
"11",11,6.76976442725404
"12",12,-7.44876861563864
"13",13,8.78159927363565
"14",14,-1.9159485009948
"15",15,-11.2177315136464
"16",16,-8.62977620451332
"17",17,8.2200629174416
"18",18,-2.08283118949871
"19",19,4.97770563542258
"20",20,7.33558920553038
"21",21,7.97719416729578
"22",22,2.96379618145543
"23",23,-6.02842914892019
"24",24,4.55375877553252
"25",25,-3.56808414943087
"26",26,1.28990635787396
"27",27,-9.95377896726188
"28",28,12.2024807372274
"29",29,-3.78249174899704
"30",30,-4.68940872993573
"31",31,-0.521553276882107
"32",32,0.512312086019166
"33",33,-3.8290247256112
"34",34,-2.08867371856354
"35",35,-4.28014161155851
"36",36,-10.288001759588
"37",37,-4.16901839516019
"38",38,-10.4736183639346
"39",39,11.8732366830385
"40",40,-0.649599937550193
"41",41,-8.79771111888616
"42",42,-9.50659818990123
"43",43,-11.5366008044595
"44",44,-3.78360306159104
"45",45,2.51681299657033
"46",46,9.23962543835146
"47",47,-11.5706220975595
"48",48,10.2884774306748
"49",49,4.10316159346581
"50",50,-6.440131988203
"51",51,-5.41212517777039
"52",52,-2.54287306174872
"53",53,-9.88253252905235
"54",54,7.61904680227615
"55",55,-6.89716597579832
"56",56,-1.11645765354952
"57",57,-5.2077895869661
"58",58,18.0580435912382
"59",59,18.4733895263883
"60",60,24.0752576273624
"61",61,26.694987176273
"62",62,28.1056663376168
"63",63,27.8701200791711
"64",64,34.2608203579943
"65",65,44.6745385290775
"66",66,49.5933553270809
"67",67,61.0514769040715
"68",68,70.4068869975203
"69",69,61.4654508208843
"70",70,82.8664485611253
"71",71,86.7930022631945
"72",72,88.7056443089043
"73",73,94.1375805587047
"74",74,96.4549478861574
"75",75,88.4942284869804
"76",76,83.140957715804
"77",77,72.2431438277326
"78",78,62.4853641296799
"79",79,56.985295193182
"80",80,59.6680177728119
"81",81,51.3633755988102
"82",82,52.6409048559551
"83",83,42.1637732634726
"84",84,47.9757033520032
"85",85,25.3862912713482
"86",86,24.7692015997074
"87",87,18.5136203242611
"88",88,13.746719148273
"89",89,21.0322814756352
"90",90,12.2072971249906
"91",91,0.849113827975407
"92",92,7.17466796345833
"93",93,-3.0566812515053
"94",94,-9.54921383092535
"95",95,-6.39388056568082
"96",96,-4.0356149182009
"97",97,-6.68968400702604
"98",98,13.1101700058841
