"","n","force"
"1",1,5.42184119182173
"2",2,0.543899649946682
"3",3,0.116835322711086
"4",4,2.28277771785941
"5",5,-1.06046645757591
"6",6,4.77619223985675
"7",7,-1.35263285249393
"8",8,4.62358027588638
"9",9,0.696183224687874
"10",10,-4.80782311526604
"11",11,-4.10323565609216
"12",12,-4.28744002490526
"13",13,4.84961325021637
"14",14,2.9735671015506
"15",15,-0.766288799854379
"16",16,2.16087974550419
"17",17,-3.47305218185311
"18",18,4.31071441833803
"19",19,-4.10868424217972
"20",20,-1.40084461845817
"21",21,-1.62889584897476
"22",22,-4.92242077055698
"23",23,-2.1992369978844
"24",24,4.14697355663082
"25",25,0.167722377759497
"26",26,1.72772893912756
"27",27,-0.205666771346935
"28",28,-0.630842638460886
"29",29,2.90033869263932
"30",30,4.06950937036397
"31",31,5.60432517929051
"32",32,10.0638156298542
"33",33,13.6251139091567
"34",34,6.27190009016828
"35",35,15.7990610740622
"36",36,10.5782060897317
"37",37,19.1828620706023
"38",38,15.8450326366373
"39",39,21.8032812173019
"40",40,31.6602121190643
"41",41,31.4843867381037
"42",42,29.6765691773354
"43",43,39.4120218986557
"44",44,37.0774554066975
"45",45,46.4553214159021
"46",46,37.3649724792025
"47",47,42.0487273191347
"48",48,38.0607575092646
"49",49,38.5238905731253
"50",50,42.9441243600683
"51",51,40.3584734922782
"52",52,38.9978728291701
"53",53,31.7257122131636
"54",54,27.8619005053145
"55",55,28.0479652165449
"56",56,22.6149729689575
"57",57,19.8487496818949
"58",58,19.4078006405208
"59",59,14.6295900367166
"60",60,10.1752581705362
"61",61,11.6803503283941
"62",62,11.9250391952636
"63",63,7.03504537939453
"64",64,5.64007750378059
"65",65,5.14723605699554
