"","n","force"
"1",1,1.96054937230889
"2",2,-0.770043911665669
"3",3,4.69332152675796
"4",4,1.53706835417219
"5",5,1.90192471465913
"6",6,-2.44424235367195
"7",7,-2.25172375080614
"8",8,-1.47669944436459
"9",9,3.73379963314034
"10",10,4.86193173304834
"11",11,-1.2330590542156
"12",12,-0.562934004761588
"13",13,-0.120459532045704
"14",14,1.22750014540469
"15",15,-3.16296405188247
"16",16,-0.912614114543926
"17",17,-4.17741522123869
"18",18,2.58467539031603
"19",19,6.50755628565627
"20",20,3.74637403049294
"21",21,-2.49136307709433
"22",22,7.98218691480077
"23",23,7.95817885696254
"24",24,9.20116459286366
"25",25,14.8329975212485
"26",26,16.0111721730896
"27",27,13.7697681555275
"28",28,14.779832676131
"29",29,18.3655407576011
"30",30,26.5582068430639
"31",31,26.1316919484377
"32",32,31.5191721007243
"33",33,33.5481213865998
"34",34,33.6972953216914
"35",35,35.1930561108558
"36",36,28.2579151200016
"37",37,34.6314459517641
"38",38,30.9168363037832
"39",39,30.8952483292925
"40",40,23.1436426419347
"41",41,16.7113072931012
"42",42,14.3392922116185
"43",43,14.3656458333435
"44",44,12.9567877548293
"45",45,7.87508621573209
"46",46,7.51719206042278
"47",47,4.41289891213838
"48",48,6.73690157213018
"49",49,5.54830551026489
"50",50,-2.14210896923898
"51",51,-2.65806811769385
"52",52,-0.818232954664056
"53",53,-0.748457147306012
"54",54,-4.26131096886353
"55",55,1.35557362913895
"56",56,-1.26632137259562
"57",57,-1.42484939662449
"58",58,2.4034513821071
"59",59,-3.53361807447888
"60",60,0.826221612738717
"61",61,2.80815726527696
"62",62,-5.19348911900586
"63",63,-0.351453342847211
"64",64,-1.92351116379166
"65",65,3.57823593670961
