"","n","force"
"1",1,113.630544950432
"2",2,-18.8943865175994
"3",3,77.0580852292006
"4",4,87.5548792972697
"5",5,4.08186406375573
"6",6,8.95291708904642
"7",7,-61.9266044142104
"8",8,81.2763101622695
"9",9,0.327119023098874
"10",10,71.8082990140417
"11",11,-56.1592960890922
"12",12,-16.7118713590549
"13",13,88.1528583764011
"14",14,8.92326535292976
"15",15,30.5612010247445
"16",16,54.0278035168294
"17",17,172.532151694868
"18",18,173.405721934242
"19",19,290.167973063949
"20",20,369.094288725918
"21",21,396.464628492025
"22",22,363.215516260631
"23",23,508.871088248724
"24",24,520.779537613643
"25",25,445.97051844291
"26",26,650.201347497049
"27",27,701.452259292245
"28",28,710.90124352136
"29",29,685.922199667078
"30",30,738.097716924558
"31",31,757.731240433401
"32",32,886.898528013
"33",33,968.10027263734
"34",34,1090.91939542028
"35",35,980.076778081521
"36",36,1126.76584160187
"37",37,991.436825911849
"38",38,959.252148716464
"39",39,985.579331355113
"40",40,931.593944371054
"41",41,958.091806133241
"42",42,865.884103308623
"43",43,955.491357492872
"44",44,960.075055376465
"45",45,941.161272508964
"46",46,747.614880823913
"47",47,756.682753197437
"48",48,622.273999099725
"49",49,520.87049754563
"50",50,496.69348491764
"51",51,393.56469273069
"52",52,459.919902428886
"53",53,339.288943103815
"54",54,361.550628825014
"55",55,252.715665131786
"56",56,309.52900565735
"57",57,118.661110241407
"58",58,98.9823368273585
"59",59,44.5657233174194
"60",60,219.271398584139
"61",61,207.897406137266
"62",62,82.4173016606547
"63",63,22.7161538980462
"64",64,135.362998725163
"65",65,100.164309558651
"66",66,139.946010921759
"67",67,29.560255743092
"68",68,-76.7297863743442
"69",69,46.7152655938712
"70",70,76.0031134757609
"71",71,-63.7630309366387
"72",72,-81.2933865833079
"73",73,102.455876807599
"74",74,85.2273233627444
"75",75,-13.8774702531045
"76",76,-80.1772689598519
"77",77,18.4272928760864
"78",78,68.3012923187737
"79",79,68.3726931014066
"80",80,88.0558306205758
"81",81,96.5494613819819
"82",82,54.7303529727491
"83",83,11.6364748787004
"84",84,-22.0384450701185
"85",85,-36.5386145992809
"86",86,13.4236439943779
