"","n","force"
"1",1,2.40453886303585
"2",2,-2.81792256047257
"3",3,3.62126601996129
"4",4,3.63901054431534
"5",5,-4.98117741608414
"6",6,-0.369176743639277
"7",7,-1.26903764677377
"8",8,3.79033355718189
"9",9,-5.5032035476552
"10",10,3.14118747209553
"11",11,-2.48190378361908
"12",12,2.74125682252289
"13",13,-0.773517486285321
"14",14,1.08393103012845
"15",15,-1.95219453361949
"16",16,1.16252466397786
"17",17,4.21439902980931
"18",18,1.16934747804989
"19",19,2.03572811542127
"20",20,-4.76861781183791
"21",21,1.01622253009078
"22",22,2.55782044327931
"23",23,-1.58478636355401
"24",24,-2.80828197811743
"25",25,-0.570224733954877
"26",26,4.6178097607172
"27",27,-4.28345097608298
"28",28,6.74314236772151
"29",29,4.09940756696032
"30",30,5.40033369404037
"31",31,1.69284272266407
"32",32,4.3737724880417
"33",33,8.11642690473264
"34",34,10.6802671293717
"35",35,10.5337656494395
"36",36,10.6367777425905
"37",37,13.8865732892238
"38",38,20.4210848800829
"39",39,22.2451247013612
"40",40,16.9197090769563
"41",41,29.9433353493204
"42",42,30.3127939487877
"43",43,27.5273707580353
"44",44,32.2580920084046
"45",45,39.3634711489943
"46",46,40.3680546694967
"47",47,40.0147893081198
"48",48,51.2462901592676
"49",49,53.0279355600461
"50",50,51.1215558623437
"51",51,44.0535232101166
"52",52,42.7979581242601
"53",53,41.8007103624373
"54",54,50.5770934030322
"55",55,42.1124053470859
"56",56,41.4286906468612
"57",57,38.7013909190714
"58",58,36.1640887224215
"59",59,25.7248048162063
"60",60,22.5377364491064
"61",61,17.7511114550586
"62",62,23.3587899784038
"63",63,20.4097946144075
"64",64,11.3127677042207
"65",65,10.9336595425914
