"","n","force"
"1",1,3.99375454708934
"2",2,-0.674394190418661
"3",3,-2.28869971412233
"4",4,-4.16045970340117
"5",5,-5.17297181942979
"6",6,4.84920460859893
"7",7,-4.95390466585054
"8",8,-3.70797463478488
"9",9,-1.66347230494792
"10",10,-1.20189051584819
"11",11,1.6858415426913
"12",12,3.26255222093795
"13",13,7.56139640618311
"14",14,17.2553049933825
"15",15,29.1578610497751
"16",16,35.7163266894712
"17",17,47.6280828122695
"18",18,47.4671414717264
"19",19,59.3779907655055
"20",20,51.0452495161444
"21",21,48.6836267933068
"22",22,43.1971692797188
"23",23,38.9839024730976
"24",24,32.036554973211
"25",25,22.9552872413614
"26",26,19.7755005623345
"27",27,8.64586069472583
"28",28,1.226938625323
"29",29,0.895408621318031
"30",30,5.77467881025801
"31",31,4.47153407591609
"32",32,2.26043339614362
"33",33,-2.58105365109592
"34",34,5.41886873215118
"35",35,0.960616303619106
"36",36,5.13264391121638
