"","n","force"
"1",1,7.16255131165962
"2",2,-5.5652821223171
"3",3,-5.70766992738548
"4",4,-4.84273621508251
"5",5,-3.11174709365518
"6",6,-6.67422908900828
"7",7,-7.76618501871531
"8",8,-3.70160880719057
"9",9,3.88088661904782
"10",10,1.47000422549321
"11",11,6.29329179592918
"12",12,2.46829743926225
"13",13,6.67557875224967
"14",14,5.00531884450386
"15",15,14.0428622498643
"16",16,2.88346088886518
"17",17,2.57594980118733
"18",18,13.4374533863983
"19",19,16.4201594175142
"20",20,25.4068120904617
"21",21,19.3140430245826
"22",22,33.1010505365033
"23",23,38.3501026881474
"24",24,28.422524669676
"25",25,30.8377887126906
"26",26,47.4880722490417
"27",27,39.1219859915447
"28",28,42.7411070847203
"29",29,57.0187608494923
"30",30,63.2739708194001
"31",31,51.4175649290455
"32",32,50.0132715158746
"33",33,56.2613123841442
"34",34,64.5620649473237
"35",35,46.9057897812341
"36",36,56.1854447604494
"37",37,57.2424470720736
"38",38,47.1111120290664
"39",39,44.2225276175772
"40",40,32.6644109868231
"41",41,31.5578622047225
"42",42,33.6798771159679
"43",43,25.9341749203135
"44",44,23.9863366068903
"45",45,24.0218872977442
"46",46,15.8342306256675
"47",47,6.7107551451428
"48",48,14.5981738888701
"49",49,0.898147368959626
"50",50,4.13109900266528
"51",51,-3.18957063344296
"52",52,-3.43977616338373
"53",53,8.38333888347616
"54",54,-2.83736384975344
"55",55,7.35136148994997
"56",56,-3.48570291085535
"57",57,-3.47533323045991
"58",58,-3.21456255942936
"59",59,-7.45435931946426
"60",60,-3.38018153859232
