"","n","force"
"1",1,-4.42804336108385
"2",2,0.0595214399405411
"3",3,-2.8122317741849
"4",4,0.639795949985543
"5",5,-1.71041028999141
"6",6,-2.4464000608341
"7",7,-1.75860821703407
"8",8,2.94038678626364
"9",9,5.84986050009359
"10",10,6.35587601463694
"11",11,6.75446267222797
"12",12,-0.65883620491296
"13",13,4.19925400564977
"14",14,2.59848841955747
"15",15,8.24481451601885
"16",16,6.56511446397426
"17",17,16.6318007791231
"18",18,16.1390712965628
"19",19,24.5857352901917
"20",20,28.9280821308198
"21",21,30.1460670184114
"22",22,37.0735196656952
"23",23,36.987821440679
"24",24,46.6696535175848
"25",25,42.0152015428684
"26",26,49.8722254860422
"27",27,45.6173655696197
"28",28,43.2617730257075
"29",29,50.9642968370849
"30",30,40.7508457678608
"31",31,43.7898703084147
"32",32,40.8896350968069
"33",33,33.3843576325924
"34",34,20.3593718508529
"35",35,25.4889685914674
"36",36,13.5881161363209
"37",37,16.1451561468582
"38",38,15.311283987868
"39",39,3.12101947915622
"40",40,8.7930885601967
"41",41,5.66724234161984
"42",42,0.908429286402018
"43",43,0.843274854433281
"44",44,5.83535687099946
"45",45,-2.52968084918389
"46",46,2.5403693337125
"47",47,5.60342940510744
"48",48,1.63948398413086
"49",49,2.77867450944919
"50",50,-4.87894115276038
"51",51,-2.02504284913707
"52",52,-2.06045895351851
"53",53,5.1175194348385
"54",54,-3.98225505449656
"55",55,-0.818423539234013
"56",56,-0.0222058621070317
"57",57,-4.55905670349457
"58",58,4.11803491808936
"59",59,1.9699207949793
"60",60,-0.579318634953509
"61",61,1.63055317823508
"62",62,-0.469753604529229
"63",63,-1.77273574969698
"64",64,2.43999195233601
"65",65,3.1878209774103
