"","n","force"
"1",1,3.12955029011704
"2",2,-6.33897407894992
"3",3,-3.34015203204917
"4",4,5.31098835592633
"5",5,-4.52657527712783
"6",6,-2.41814033987377
"7",7,-3.91315445771113
"8",8,3.01590329497606
"9",9,-3.38483917212371
"10",10,3.49887254476249
"11",11,5.77635091318672
"12",12,-4.9900486502289
"13",13,4.91945155939281
"14",14,6.4320745945694
"15",15,2.48372609742112
"16",16,-5.38418281122729
"17",17,-0.564405070787688
"18",18,-3.84345483232596
"19",19,4.17196237193214
"20",20,-1.44173003363367
"21",21,-3.87528391603823
"22",22,5.15623194025912
"23",23,2.90514922972004
"24",24,5.315947305152
"25",25,-1.94359747562449
"26",26,5.014804308773
"27",27,3.3013430393717
"28",28,-2.36077796327541
"29",29,-2.9383400473132
"30",30,-4.51084648972556
"31",31,2.25777109666685
"32",32,-2.77673862635907
"33",33,1.11076270048461
"34",34,2.4031523139409
"35",35,6.60250102189455
"36",36,6.51217379372386
"37",37,-0.601634036244544
"38",38,-4.89438302260096
"39",39,-3.47996815708166
"40",40,3.97985511103125
"41",41,0.371926422032235
"42",42,-1.25283425094338
"43",43,8.68877449432993
"44",44,7.73651243846834
"45",45,7.33938560342297
"46",46,10.425205057334
"47",47,7.2186754286888
"48",48,4.80259121698778
"49",49,8.81068262805546
"50",50,7.57287463118414
"51",51,11.5640351014302
"52",52,6.01572340683241
"53",53,6.95284257359274
"54",54,16.0861419585271
"55",55,10.2423859452826
"56",56,14.9584320066818
"57",57,15.6545232206484
"58",58,18.1498277850322
"59",59,22.4859355058022
"60",60,21.3491531519101
"61",61,20.2712543868552
"62",62,23.3993561870534
"63",63,29.5516808092699
"64",64,25.3365056653141
"65",65,33.3992569638644
"66",66,38.340211325069
"67",67,38.097337032467
"68",68,35.2175391521838
"69",69,35.36302094313
"70",70,32.453378545913
"71",71,38.3526131215163
"72",72,40.3436765307635
"73",73,42.6158476472928
"74",74,39.6631521615979
"75",75,43.503192121774
"76",76,44.9508262893147
"77",77,36.0348335212185
"78",78,42.4921855570151
"79",79,37.8607391482723
"80",80,39.4560751704628
"81",81,36.0647092345983
"82",82,32.9345854972904
"83",83,27.4403336236227
"84",84,27.9439706645307
"85",85,31.5850073483644
"86",86,29.3329055569855
"87",87,26.7339543894529
"88",88,26.3013321665191
"89",89,21.7576864446549
"90",90,20.8259760219921
"91",91,16.0934883236488
"92",92,19.8864826203667
"93",93,15.9538159205767
