"","n","force"
"1",1,94.9139734407607
"2",2,34.4621847038856
"3",3,-34.2141292785667
"4",4,-113.635683035273
"5",5,14.5562564496137
"6",6,-17.4074250900373
"7",7,35.4719165035291
"8",8,-83.7827559628291
"9",9,-30.8322969436738
"10",10,85.4669646951
"11",11,-53.2135691730624
"12",12,104.576185026479
"13",13,69.0448581055641
"14",14,-54.6774131395692
"15",15,-89.8062973232966
"16",16,-54.9931250191746
"17",17,104.096736689394
"18",18,108.93848745344
"19",19,-66.7584972743887
"20",20,-19.9293639827619
"21",21,-10.993556105061
"22",22,-33.2627872395102
"23",23,-83.1618402317959
"24",24,-16.2634846404472
"25",25,18.3390713499729
"26",26,89.1092145682549
"27",27,-15.179641634448
"28",28,111.129241109333
"29",29,68.1741413977031
"30",30,80.314534716209
"31",31,-89.6314756821743
"32",32,-106.275393179715
"33",33,19.9876509857905
"34",34,-21.447601640349
"35",35,-53.020796588006
"36",36,51.6671471492903
"37",37,27.0289545611117
"38",38,5.3642321314059
"39",39,112.816034917655
"40",40,-41.1784979944205
"41",41,6.08665160816005
"42",42,50.1395864111414
"43",43,-106.601457681696
"44",44,-24.1077248694043
"45",45,-41.1874782359529
"46",46,7.14139570068428
"47",47,-34.904549586194
"48",48,-2.92216354823727
"49",49,-42.9366657801433
"50",50,32.328778066369
"51",51,147.866810317559
"52",52,208.496194712483
"53",53,145.708278298016
"54",54,247.836936881384
"55",55,246.377661266261
"56",56,283.189022165245
"57",57,348.131068385001
"58",58,331.225740770221
"59",59,448.111688271988
"60",60,658.601089651692
"61",61,683.815874884373
"62",62,591.191027605804
"63",63,726.53887599803
"64",64,799.425558064601
"65",65,819.342239690339
"66",66,749.34207778107
"67",67,827.659996825657
"68",68,629.514482803875
"69",69,618.734904636337
"70",70,608.355079594853
"71",71,578.962202740439
"72",72,543.466953758736
"73",73,332.575630451807
"74",74,205.195348604771
"75",75,275.613893328436
"76",76,192.876109599877
"77",77,69.4190121300434
"78",78,163.30178460864
"79",79,26.5120118538143
"80",80,128.128844049764
"81",81,83.9406344116477
"82",82,-9.86648538272521
"83",83,45.040172356148
"84",84,11.8075381835763
"85",85,-68.3374538661011
"86",86,-57.5296212228347
"87",87,10.8798927212986
