"","n","force"
"1",1,-73.9865407036704
"2",2,108.263510305369
"3",3,-11.2864272486967
"4",4,-25.9179841493032
"5",5,-72.4341676791003
"6",6,-113.956498905716
"7",7,-69.4923986217124
"8",8,-27.4766507785376
"9",9,-70.1051681212738
"10",10,67.6193889256403
"11",11,67.3469871820918
"12",12,-19.0347815250022
"13",13,28.2890422524658
"14",14,-96.9271352229566
"15",15,-17.3117090874329
"16",16,-66.5187227984687
"17",17,64.4389295224237
"18",18,-22.2516301959067
"19",19,145.869871822941
"20",20,13.3869922046464
"21",21,-24.6846241826789
"22",22,-15.7985041059389
"23",23,165.519120216057
"24",24,80.0468091907858
"25",25,81.8191661317641
"26",26,291.512926233304
"27",27,252.522295902816
"28",28,391.992458522582
"29",29,248.198014033276
"30",30,519.102883358474
"31",31,431.261301291124
"32",32,564.732183158765
"33",33,587.597626001929
"34",34,613.87152015834
"35",35,629.930657213805
"36",36,586.980770671441
"37",37,605.649658211094
"38",38,498.126806380307
"39",39,544.82686381592
"40",40,457.903502902469
"41",41,511.091417570906
"42",42,520.628049365356
"43",43,348.979212780799
"44",44,393.362768627955
"45",45,312.814964697488
"46",46,234.380843283385
"47",47,301.479164486316
"48",48,114.768274538477
"49",49,229.855028497364
"50",50,107.509207669306
"51",51,121.168840883924
"52",52,-3.83876688637519
"53",53,-38.4876604136442
"54",54,-70.8024202364846
"55",55,-76.0781395186639
"56",56,-15.3126177213131
"57",57,-101.409660396307
"58",58,1.90406699986727
"59",59,-93.9777969966802
"60",60,6.64420058450055
"61",61,22.1824577623816
"62",62,-104.215741463196
"63",63,-21.6770795133256
"64",64,-77.5583389655424
"65",65,-107.292234883232
"66",66,-114.410302871409
"67",67,40.2613853768355
"68",68,4.40384586041143
"69",69,98.5216536783256
"70",70,-75.5660236747837
"71",71,76.1036904018368
"72",72,54.9091726332895
"73",73,80.9577170103103
"74",74,-109.680321544903
"75",75,-33.4467141511041
"76",76,-27.2133283752437
"77",77,83.8480459365739
"78",78,-68.307811734532
"79",79,-70.9327517206892
"80",80,36.4499101692206
"81",81,23.9028498096466
"82",82,-95.1251976602791
"83",83,-24.0232131170373
"84",84,2.89617026835764
"85",85,-26.3544132544725
"86",86,-33.8168508118399
"87",87,-110.466993289478
