"","n","force"
"1",1,8.29665317259502
"2",2,8.05482015595286
"3",3,-10.1127261281351
"4",4,-0.553557275116159
"5",5,9.32751821311153
"6",6,-7.44898293372573
"7",7,2.24154484952538
"8",8,-9.3352768921265
"9",9,-0.41701016341662
"10",10,2.99702254055902
"11",11,-1.08105851271522
"12",12,5.61129659029386
"13",13,-1.90010261522096
"14",14,21.0897742690811
"15",15,27.2082500268692
"16",16,0.951274267507582
"17",17,14.6888598239139
"18",18,18.4539320661141
"19",19,35.3014043946901
"20",20,38.1222159417711
"21",21,42.4117228087628
"22",22,66.2500902778862
"23",23,52.885011817465
"24",24,70.5490055507461
"25",25,82.2457306479259
"26",26,101.501423360267
"27",27,86.1497244635212
"28",28,92.0219782161375
"29",29,104.699296392931
"30",30,136.364470385046
"31",31,127.912687831664
"32",32,136.525561623015
"33",33,148.678707911221
"34",34,148.432376228664
"35",35,135.73463628948
"36",36,124.852404472811
"37",37,140.997770653817
"38",38,138.93142162498
"39",39,101.24919441169
"40",40,109.203104907036
"41",41,101.202447661899
"42",42,95.3644257474441
"43",43,67.9307393622747
"44",44,56.887518309928
"45",45,47.6215178481516
"46",46,59.9364761677706
"47",47,54.2992452777491
"48",48,34.8944297464273
"49",49,41.7796440149895
"50",50,40.6225138681642
"51",51,11.3296993030744
"52",52,15.0069979026254
"53",53,2.28641603541437
"54",54,-0.466552801711986
"55",55,9.04706936494172
"56",56,-8.58837333769297
"57",57,13.7604243693226
"58",58,-8.92419386291164
"59",59,14.4311558241743
"60",60,-4.96251072019494
"61",61,13.9120418066209
"62",62,16.722592939914
"63",63,1.62687164760404
"64",64,-14.6992645206318
"65",65,-9.91450283963072
"66",66,-14.0006070570114
"67",67,14.7852319304329
"68",68,5.89315250808226
"69",69,-10.7076835357512
"70",70,-7.57688893300462
"71",71,16.0706758519877
"72",72,-1.19451327285529
"73",73,2.46761780011569
"74",74,-11.4419750187344
"75",75,-15.5626282111136
