"","n","force"
"1",1,5.05027516527194
"2",2,2.92869979876029
"3",3,0.639030246226008
"4",4,-2.38186593176106
"5",5,4.8740981250349
"6",6,1.91726564414412
"7",7,-5.19473152075644
"8",8,0.170211879469922
"9",9,-0.280905256697207
"10",10,-5.59013837671756
"11",11,-1.99945833076406
"12",12,4.13081892669405
"13",13,-2.23984100076785
"14",14,-1.80003050240185
"15",15,4.0842510329757
"16",16,2.80160586564311
"17",17,9.30672408427184
"18",18,17.4616162987826
"19",19,29.5817825401179
"20",20,39.1129700669412
"21",21,59.4921658382733
"22",22,50.4274323794397
"23",23,54.3362331016822
"24",24,44.5106522613518
"25",25,24.5303575613082
"26",26,17.6115508561279
"27",27,12.8218400281219
"28",28,8.04215268777855
"29",29,-1.16280377034793
"30",30,-3.56292299838493
"31",31,0.730942180551695
"32",32,2.59957694843631
"33",33,-4.35672825573816
"34",34,0.554323511320241
"35",35,2.89087567577091
"36",36,-5.06286188627927
"37",37,-6.21974463044033
"38",38,-5.71867874520473
"39",39,3.89377285329293
"40",40,-3.96324891607766
"41",41,-3.9022777814317
"42",42,3.10756875532722
"43",43,-4.65618346746031
"44",44,-1.15291912020182
"45",45,0.0194813879672448
"46",46,-0.592084271488711
"47",47,1.6298441272974
"48",48,6.39522104180418
"49",49,2.65878917377442
