"","n","force"
"1",1,5.99032958468422
"2",2,3.91604382446967
"3",3,-5.47821750347503
"4",4,-2.10763284757733
"5",5,-1.69203771016561
"6",6,-0.253480205442756
"7",7,6.64974266200326
"8",8,-3.83943120382726
"9",9,8.16336111176759
"10",10,-1.99601185642183
"11",11,3.87309103676118
"12",12,3.98640145816844
"13",13,2.47823683359692
"14",14,1.57299418266167
"15",15,-0.0928194293028547
"16",16,-2.19212526158771
"17",17,9.4915895361982
"18",18,-8.82260140218537
"19",19,-1.95459205195411
"20",20,5.71023100815853
"21",21,5.17183858918395
"22",22,9.31294311380097
"23",23,7.97851936553621
"24",24,-0.680547492707597
"25",25,-8.63443560697405
"26",26,7.6007224697225
"27",27,8.46518048780488
"28",28,9.44628134268806
"29",29,-6.95150494079723
"30",30,-6.80939193094089
"31",31,-1.76763175105725
"32",32,-6.69793997348393
"33",33,-6.92963311668216
"34",34,-2.04628364486266
"35",35,-0.0190741656128097
"36",36,-2.83288898751856
"37",37,-0.579299754193304
"38",38,8.27761011785822
"39",39,7.35037391406042
"40",40,14.4728156390816
"41",41,30.4721667036941
"42",42,41.9979061400365
"43",43,32.9542697210771
"44",44,44.3655748345427
"45",45,36.7480247156758
"46",46,47.3761828795388
"47",47,48.6735006042168
"48",48,27.8805134672279
"49",49,32.5028118858379
"50",50,20.4638738274466
"51",51,21.501562562814
"52",52,9.49749174670202
"53",53,-2.04994781094344
"54",54,12.1634696065137
"55",55,2.49443083591132
"56",56,7.14075753972523
"57",57,4.16855977355404
"58",58,-3.76906049731702
"59",59,-4.27475084425577
"60",60,-5.4524157634267
"61",61,-3.29083800141267
"62",62,-6.20556132105247
