"","n","force"
"1",1,-92.836882831133
"2",2,19.7957665684224
"3",3,22.9586040298475
"4",4,-31.8412669536584
"5",5,-86.8339380609673
"6",6,-98.9980482489236
"7",7,8.01599730296218
"8",8,84.2926890046252
"9",9,4.08288957182124
"10",10,-22.9920322254969
"11",11,-30.8663309271645
"12",12,17.3025143512606
"13",13,113.660061530103
"14",14,128.037377644136
"15",15,120.250503543831
"16",16,-16.4919436012685
"17",17,-51.3135526875641
"18",18,53.3354362073292
"19",19,-12.729223970107
"20",20,116.902643542047
"21",21,137.530652466407
"22",22,-48.2077249179603
"23",23,148.4800740461
"24",24,102.568174437204
"25",25,39.6111257327863
"26",26,0.419927222979865
"27",27,171.43455257172
"28",28,96.7883879377196
"29",29,253.961633998434
"30",30,208.347322807249
"31",31,85.3142743989033
"32",32,236.278712222795
"33",33,200.041983469031
"34",34,212.532320912942
"35",35,446.87838518403
"36",36,361.583782732115
"37",37,430.859845679751
"38",38,592.351829019434
"39",39,475.804923142707
"40",40,655.962910355932
"41",41,687.028715435223
"42",42,661.705295486499
"43",43,675.118807460196
"44",44,893.779450268195
"45",45,788.938193811581
"46",46,824.189913078119
"47",47,953.80335489322
"48",48,903.19891982679
"49",49,833.172607287571
"50",50,943.554198083768
"51",51,826.810040275682
"52",52,907.218049841851
"53",53,839.273055868783
"54",54,721.08269989116
"55",55,661.700897914688
"56",56,473.814889837951
"57",57,581.597202469583
"58",58,575.632475779273
"59",59,506.045913039875
"60",60,518.514787753011
"61",61,307.918824441467
"62",62,299.209503481001
"63",63,266.439257436591
"64",64,266.312773542785
"65",65,184.7022566198
"66",66,183.859699356107
"67",67,220.326867067609
"68",68,87.6175194525994
"69",69,143.76429389356
"70",70,169.398260655254
"71",71,2.51993015774278
"72",72,-51.8511899108172
"73",73,-32.4119905565586
"74",74,-31.7078820863836
"75",75,42.3409188006055
"76",76,122.803062592082
"77",77,-81.5308101274589
"78",78,-2.00776032524698
"79",79,49.427263174703
"80",80,93.0305535225255
"81",81,69.145068659576
"82",82,-8.18566096135774
"83",83,57.5888667038486
"84",84,-104.892582382356
"85",85,-2.00685186217573
